Item Type,title,Year,issue_date,publisher,address,volume,number,url,doi,abstract,journal,month,articleno,numpages,Keywords,Authors,isbn,booktitle,pages,location,series,issn,source,Document Title,Author Affiliations,Publication Title,Date Added To Xplore,Volume,Issue,Start Page,End Page,Abstract,ISSN,ISBNs,Funding Information,PDF Link,IEEE Terms,Mesh_Terms,Article Citation Count,Patent Citation Count,Reference Count,License,Online Date,Issue Date,Meeting Date,Publisher,Document Identifier,note
,,2025,,,,,,,10.1109/cscs66924.2025.00060,,,,,,"['vision-based fall detection', 'pose estimation', 'YOLOv11', 'assistive technology', 'real-time monitoring', 'alert', 'YOLO', 'Accuracy', 'Pose estimation', 'Assistive technologies', 'Real-time systems', 'Safety', 'Older adults', 'Fall detection', 'Artificial intelligence', 'Monitoring']",E. Tîrziu; C. Dobre,,,,,,,IEEE,Artificial Intelligence - Powered Assistive Technologies for Fall Detection in Older Adults,"Doctoral School of Computer Science, Information Technology and Systems Engineering, National University of Science and Technology Politehnica Bucharest National Institute for Research and Development in Informatics, Bucharest, Romania; Doctoral School of Computer Science, Information Technology and Systems Engineering, National University of Science and Technology Politehnica Bucharest National Institute for Research and Development in Informatics, Bucharest, Romania",2025 25th International Conference on Control Systems and Computer Science (CSCS),30 Sep 2025,,,362,367,"This study explores the role of artificial intelligence in assistive technologies for monitoring older adults, focusing on fall detection using the YOLO (You Only Look Once) object detection algorithm with pose estimation. The proposed system uses YOLOv11’s enhanced real-time processing capabilities to accurately detect falls from video feeds, ensuring rapid intervention and improved safety. The system analyzes skeletal movements to distinguish falls from normal activities with greater precision. Real-time testing was conducted using live webcam recordings under dynamic conditions. The results demonstrate significant improvements in detection accuracy, processing speed and system robustness. Furthermore, the system prioritizes data privacy by processing only skeletal key points, eliminating the need for storing personal visual data. These findings highlight the potential of AI-driven monitoring solutions in enhancing the quality of life for older adults, offering a reliable and privacy-conscious assistive technology for fall prevention and safety.",2379-0482,979-8-3315-7343-0,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11181588,"['YOLO', 'Accuracy', 'Pose estimation', 'Assistive technologies', 'Real-time systems', 'Safety', 'Older adults', 'Fall detection', 'Artificial intelligence', 'Monitoring']",,,,13.0,IEEE,30 Sep 2025,27-30 May 2025,27-30 May 2025,IEEE,IEEE Conferences,
,,2025,,,,,,,10.1109/icsadl65848.2025.10933482,,,,,,"['PointNet++', 'LiDAR', 'Fall Detection', 'Deep learning', 'Privacy', 'Sentiment analysis', 'Laser radar', 'Accuracy', 'Cameras', 'Sensors', 'Fall detection', 'Older adults', 'Monitoring']",A. S. Ayyagari; S. A. Ahmed; S. Venkatakrishnan; S. K. Thangavel; J. G; M. R. Nalluri,,,,,,,IEEE,Fall Detection using LiDAR Sensor with PointNet++,"Department of Computer Science and Engineering, Amrita School of Computing, Amrita Vishwa Vidyapeetham, Coimbatore, India; Department of Computer Science and Engineering, Amrita School of Computing, Amrita Vishwa Vidyapeetham, Coimbatore, India; Department of Computer Science and Engineering, Amrita School of Computing, Amrita Vishwa Vidyapeetham, Coimbatore, India; Department of Computer Science and Engineering, Amrita School of Computing, Amrita Vishwa Vidyapeetham, Coimbatore, India; Department of Computer Science and Engineering, Amrita School of Computing, Amrita Vishwa Vidyapeetham, Coimbatore, India; Department of Computer Science and Engineering, Amrita School of Computing, Amrita Vishwa Vidyapeetham, Coimbatore, India",2025 4th International Conference on Sentiment Analysis and Deep Learning (ICSADL),27 Mar 2025,,,604,609,"In today's world, fall incidents pose a significant risk to the elderly, often resulting in severe consequences. Falls can cause damage to the body, especially in elders, where it can be fatal.It is vital to detect falls in order to provide assistance. The simple solution is to install cameras in required areas, which would constantly monitor the area for any falls occurring, this poses a privacy issue in high-risk regions such as bathrooms and toilets. Keeping this in mind, this paper proposes the use of LiDAR sensors that do not cause any invasion of privacy for fall detection. The paper further uses the Pointnet++ to detect fall from the LiDAR scans. The model achieves an accuracy of 85.1 % and precision of 84.8 % on a 70–30 split of the dataset and an accuracy of 86.3 % and precision of 86.2 % on an 80–20 split of the dataset.",,979-8-3315-2392-3,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10933482,"['Deep learning', 'Privacy', 'Sentiment analysis', 'Laser radar', 'Accuracy', 'Cameras', 'Sensors', 'Fall detection', 'Older adults', 'Monitoring']",,,,18.0,IEEE,27 Mar 2025,18-20 Feb. 2025,18-20 Feb. 2025,IEEE,IEEE Conferences,
,,2025,,,,,,,10.1109/icmlant68509.2025.11394860,,,,,,"['Elderly care robotics', 'social robotics', 'multimodal perception', 'LiDAR navigation', 'medication adherence', 'HRI', 'assistive technology', 'low-cost robotics', 'Laser radar', 'Simultaneous localization and mapping', 'Sensitivity', 'Navigation', 'Human-robot interaction', 'Safety', 'Synchronization', 'Reliability', 'Older adults', 'Usability']",A. Guevara; I. López; F. Chávez; B. Vásquez-Pineda; M. Cardona,,,,,,,IEEE,ZenIA: An Artificial Intelligence-Based Robotic System for Elderly Healthcare Assistance,"STEAM Robotics Academy, San Salvador, El Salvador; STEAM Robotics Academy, San Salvador, El Salvador; STEAM Robotics Academy, San Salvador, El Salvador; Research Department, STEAM Robotics Academy, San Salvador, El Salvador; Research Department, Universidad Don Bosco, San Salvador, El Salvador",2025 IEEE International Conference on Machine Learning and Applied Network Technologies (ICMLANT),20 Feb 2026,,,1,6,"This paper presents ZenIA, a low-cost, AI-enabled assistive robot designed to support elderly individuals in home settings with medication adherence, basic companionship, and responsive interaction. ZenIA integrates on-device face recognition, 360-degree LiDAR-based navigation, and an automated medication dispensing mechanism, coupled with a lightweight software stack that prioritizes privacy through local data storage and offline operation. The mechanical design emphasizes safety and ergonomics (rounded geometries) for domestic environments, while the human–robot interaction (HRI) layer combines synthesized speech and a 7-inch touch GUI to improve usability for older adults and caregivers. We detail the hardware–software architecture, including Raspberry Pi 5, Arduino, HuskyLens AI camera, LD-19 LiDAR, and a servo-based carousel dispenser. Technical validation shows 87% face-recognition accuracy in a small cohort, reliable obstacle avoidance in mixed indoor layouts, and synchronized medication dispensing. A preliminary user session with a 70-year-old participant validated task completion and acceptability. We discuss cost/robustness/privacy trade-offs, limitations (lighting sensitivity, lack of global SLAM, minimal user sample), and future steps toward multimodal fall detection, human-aware navigation, and broader living-lab trials in Latin America.",,979-8-3315-6871-9,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11394860,"['Laser radar', 'Simultaneous localization and mapping', 'Sensitivity', 'Navigation', 'Human-robot interaction', 'Safety', 'Synchronization', 'Reliability', 'Older adults', 'Usability']",,,,13.0,IEEE,20 Feb 2026,11-12 Dec. 2025,11-12 Dec. 2025,IEEE,IEEE Conferences,
,,2025,,,,,,,10.1109/wacvw65960.2025.00095,,,,,,"['fall detection', 'bayesian networks', 'machine learning', 'anomaly detection', 'Training', 'Data privacy', 'Accuracy', 'Feature extraction', 'Video surveillance', 'Data models', 'Bayes methods', 'Fall detection', 'Anomaly detection', 'Accidents']",M. Oliu; R. Bozyil; M. Siemon; A. Martinez-Senent; S. Escalera; T. B. Moeslund; K. Nasrollahi,,,,,,,IEEE,Fall Detection: Leveraging Depth Information in Bayesian Networks,"Aalborg Universitet, Aalborg Øst; Milestone Systems, Brondby; Aalborg Universitet, Aalborg Øst; Milestone Systems, Brondby; Aalborg Universitet, Aalborg Øst; Aalborg Universitet, Aalborg Øst; Aalborg Universitet, Aalborg Øst",2025 IEEE/CVF Winter Conference on Applications of Computer Vision Workshops (WACVW),29 Apr 2025,,,798,805,"Deaths due to accidental falls is a pervasive issue across the healthcare system, affecting both professional settings such as hospitals and nursing homes as well as private residences where elderly people might live either alone or without supervision during part of the day. With them being the second leading cause of accidental deaths, just behind traffic accidents, there is significant incentive to develop measures capable of reducing the impact of such accidents. An accurate Fall Detection system presents itself as a viable solution, whereas an automated video surveillance system is capable of raising an alert when such an event occurs. For such an approach to be commercially viable, it must both have a high degree of accuracy and be trainable with easily obtainable data. The first is necessary in order to reduce the number of false positives, and thus not burden the health-care personnel with false alerts. The second would make it possible to implement the system without depending on datasets available for research purposes only, nor requiring a large time investment on creating a private dataset, with the privacy concerns this entails. We address this by introducing an Anomaly Detection approach based on Bayesian Networks. Our approach models a given video frame based on the relationship between simple features extracted from the image, and does not require any kind of private information nor class labels to work. This makes our model both privacy-preserving and with low data requirements. Furthermore, the model can be trained in just a few seconds. We achieve results that far surpass the current state-of-the-art when compared to other unsupervised approaches.",2690-621X,979-8-3315-3662-6,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10972478,"['Training', 'Data privacy', 'Accuracy', 'Feature extraction', 'Video surveillance', 'Data models', 'Bayes methods', 'Fall detection', 'Anomaly detection', 'Accidents']",,,,18.0,IEEE,29 Apr 2025,28 Feb.-4 March 2025,28 Feb.-4 March 2025,IEEE,IEEE Conferences,
,,2024,,,,,,,10.1109/cipae64326.2024.00045,,,,,,"['Fall Detection', 'Acoustic Monitoring', 'Machine Learning-Driven', 'Machine learning algorithms', 'Heuristic algorithms', 'Medical services', 'Aging', 'Visual systems', 'Feature extraction', 'Robustness', 'Safety', 'Older adults', 'Fall detection']",S. Liu,,,,,,,IEEE,Enhancing Elderly Safety: A Machine Learning-Driven Acoustic System for In-Home Fall Detection and Alerting,"College of Photonic and Electronic Engineering, Fujian Normal University, Fuzhou, Fujian, China","2024 International Conference on Computers, Information Processing and Advanced Education (CIPAE)",18 Dec 2024,,,220,224,"The rapidly aging global population and the increase in time spent at home by the elderly, exacerbated by the COVID-19 pandemic, have highlighted a critical need for innovative healthcare solutions. One of the most pressing concerns in elderly care is the high risk and frequency of falls, which are the leading cause of accidental deaths and severe injuries in this demographic. With current technologies largely relying on visual systems that raise privacy concerns and incur significant costs, there is an urgent need for a more practical and respectful solution. This paper presents a novel machine learning-based approach to detect falls among the elderly using sound as the primary sensory input. We have developed an intelligent terminal that employs sound sensors to collect audio information within home settings, thereby creating a comprehensive database of real elderly fall incidents. By extracting kinematic, temporal, and dynamic features from actual falls and everyday activities, we designed and trained machine learning algorithms to discern fall events with high accuracy. Comparative assessments of the developed algorithms against benchmark classification metrics, such as the Area Under the Curve (AUC), reveal the robustness of our approach, with the best-performing models achieving AUC values exceeding 0.95. The system proposed herein offers a low-cost, privacy-preserving, and low-latency alternative to camera-based fall detection systems, showing great promise for widespread adoption in aging societies and private homes. This research signifies a step forward in facilitating safer independent living conditions for the elderly and reducing the healthcare burden associated with falls.",,979-8-3315-2766-2,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10788227,"['Machine learning algorithms', 'Heuristic algorithms', 'Medical services', 'Aging', 'Visual systems', 'Feature extraction', 'Robustness', 'Safety', 'Older adults', 'Fall detection']",,,,32.0,IEEE,18 Dec 2024,26-28 Aug. 2024,26-28 Aug. 2024,IEEE,IEEE Conferences,
,,2023,,,,,,,10.1109/tsusc.2023.3279111,,,,,,"['Blockchain', 'federated learning', 'Internet of Medical Things', 'privacy-preserving', 'Training', 'Data models', 'Blockchains', 'Medical services', 'Federated learning', 'Security', 'Monitoring']",Z. Lian; W. Wang; Z. Han; C. Su,,,,,,,IEEE,Blockchain-Based Personalized Federated Learning for Internet of Medical Things,"Department of Computer Science and Engineering, The University of Aizu, Aizuwakamatsu, Japan; Department of Computer Science, City University of Hong Kong, Kowloon Tong, Hong Kong; College of Information Science and Technology, Nanjing Forestry University, Nanjing, Jiangsu, China; Department of Computer Science and Engineering, The University of Aizu, Aizuwakamatsu, Japan",IEEE Transactions on Sustainable Computing,8 Dec 2023,8,4.0,694,702,"The rapid growth of artificial intelligence (AI), blockchain technology, and edge computing services have enabled the Internet of Medical Things (IoMT) to provide various healthcare services to patients, including neural network-based disease diagnosis, heart rate monitoring, and fall detection. Generally, end devices should transmit the collected patient data to a centralized server for further model training, but at the same time, the patient's privacy may be at risk. In addition, due to the diversity of patient conditions, a one-size-fits-all model cannot meet personalized healthcare needs. To address the above challenges, we propose a blockchain-based personalized federated learning (FL) system that enables clients to participate in personalized model training without directly uploading private data. We further realize the decentralized FL by combining blockchain technology, which improves the security level of the system. Finally, we verify the reliable performance of our system on different datasets through simulation experiments.",2377-3782,,JSPS Grant-in-Aid for Scientific Research(grant numbers:23K11103); NEC C&C Foundation; ,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10132014,"['Training', 'Data models', 'Blockchains', 'Medical services', 'Federated learning', 'Security', 'Monitoring']",,60.0,,47.0,IEEE,23 May 2023,Oct.-Dec. 2023,,IEEE,IEEE Journals,
,,2025,,,,,,,10.1109/csitss67709.2025.11295856,,,,,,"['Edge Computing', 'Internet of Things (IoT)', 'Healthcare Monitoring', 'ECG Analysis', 'Remote Patient Monitoring (RPM)', 'Patient monitoring', 'Cloud computing', 'Microcontrollers', 'Image edge detection', 'Medical services', 'Electrocardiography', 'Solids', 'Real-time systems', 'Internet of Things', 'Older adults']",M. R; S. A; H. Umashankar; S. K,,,,,,,IEEE,Edge-AI Enabled Real-Time ECG and Vital Sign Monitoring System for Elderly Patients,"Dept. of CSE (Data Science), B.M.S. College of Engineering, Bengaluru, India; Dept. of CSE (Data Science), B.M.S. College of Engineering, Bengaluru, India; Dept. of CSE (Data Science), B.M.S. College of Engineering, Bengaluru, India; Dept. of CSE (Data Science), B.M.S. College of Engineering, Bengaluru, India",2025 9th International Conference on Computational System and Information Technology for Sustainable Solutions (CSITSS),19 Dec 2025,,,1,6,"With the growing global population of elderly individuals, the demand for reliable, efficient, and easily accessible healthcare solutions is rapidly increasing. Most of the elderly people express a desire to stay in their own residences, appreciating the familiarity and sense of control it provides. However, the management of chronic conditions—such as cardiovascular diseases, respiratory issues, and balance-related risks—without continuous medical supervision presents critical challenges. Traditional remote patient monitoring systems, which rely heavily on cloud-based infrastructure, often suffer from latency, connectivity issues, and data privacy concerns, making them less ideal for real-time and sensitive health monitoring applications. The proposed project targets the development of a realtime health monitoring platform for elderly care, leveraging Edge-AI capabilities. The initial phase centers on establishing a solid hardware backbone and robust communication framework. The system integrates multiple biosensors—ECG, SpO2 (oxygen saturation), fall detection via accelerometer and gyroscope, and a body temperature sensor—all interfaced with the ESP32 microcontroller for continuous data acquisition. The ESP32 acts as the main sensor node, performing initial signal processing and transmitting data via a wired connection to a Raspberry Pi 4 for local, real-time analytics. This arrangement ensures stable data streams and immediate alerts without relying on cloud infrastructure. Laying this foundation enables future integration of AI-based anomaly detection, robust security, and caregiver mobile app access, ultimately supporting proactive elderly care and more independent living.",2767-1097,979-8-3315-8894-6,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11295856,"['Patient monitoring', 'Cloud computing', 'Microcontrollers', 'Image edge detection', 'Medical services', 'Electrocardiography', 'Solids', 'Real-time systems', 'Internet of Things', 'Older adults']",,,,20.0,IEEE,19 Dec 2025,20-22 Nov. 2025,20-22 Nov. 2025,IEEE,IEEE Conferences,
,,2023,,,,,,,10.1109/i-smac58438.2023.10290168,,,,,,"['Convolutional Neural Network', 'Deep Learning', 'Feature Extraction', 'Transfer Learning', 'You Only Look Once (YOLO)', 'Human factors', 'Traffic control', 'Real-time systems', 'Social factors', 'Safety', 'Object recognition', 'Security']",S. Phatangare; S. Kate; D. Khandelwal; A. Khandetod; A. Kharade,,,,,,,IEEE,Real Time Human Activity Detection using YOLOv7,"Department of Computer Engineering, Vishwakarma Institute of Technology, Pune, India; Department of Computer Engineering, Vishwakarma Institute of Technology, Pune, India; Department of Computer Engineering, Vishwakarma Institute of Technology, Pune, India; Department of Computer Engineering, Vishwakarma Institute of Technology, Pune, India; Department of Computer Engineering, Vishwakarma Institute of Technology, Pune, India","2023 7th International Conference on I-SMAC (IoT in Social, Mobile, Analytics and Cloud) (I-SMAC)",26 Oct 2023,,,1069,1076,"The You Only Look Once (YOLO) algorithm is used in this research to demonstrate a sophisticated human activity detection system integrated with real-time applications. Computer vision, a subset of deep learning, is crucial in grasping the content of pictures and videos and having applications in security monitoring, healthcare, traffic control, and other fields. The suggested system focuses on three critical safety scenarios, fall detection, social distance detection, and drowsiness detection, to improve real-time safety, security, and efficiency. The system uses YOLO’s extraordinary strength of object identification and localization to deliver real-time processing, high accuracy, and flexibility to dynamic situations. The modules' accuracy and dependability are established through extensive testing and assessment, making them useful instruments for addressing challenges in the real world.",2768-0673,979-8-3503-4148-5,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10290168,"['Human factors', 'Traffic control', 'Real-time systems', 'Social factors', 'Safety', 'Object recognition', 'Security']",,7.0,,20.0,IEEE,26 Oct 2023,11-13 Oct. 2023,11-13 Oct. 2023,IEEE,IEEE Conferences,
,,2025,,,,,,,10.1109/iicaiet67254.2025.11265607,,,,,,"['Smart Cane', 'Obstacle Detection', 'Automated Emergency Alerts', 'WhatsApp', 'GPS Navigation', 'Freeware', 'Visualization', 'Bluetooth', 'Visual impairment', 'Blindness', 'Mobile applications', 'Text to speech', 'Security', 'Internet telephony', 'Global Positioning System']",L. K. Meng; I. Kong Cheh Lin; N. K. Le; C. Bun Seng; T. T. Swee; M. Tiong Foh Thye; J. Sheikh; Makun,,,,,,,IEEE,"Smart Cane for the Visually Impaired: Enhancing Navigation, Safety, and Emergency Response","Department of Electronic Engineering, Faculty of Engineering & Information Technology, Southern University College, Johor, Malaysia; Department of Electronic Engineering, Faculty of Engineering & Information Technology, Southern University College, Johor, Malaysia; Department of Electronic Engineering, Faculty of Engineering & Information Technology, Southern University College, Johor, Malaysia; Department of Electronic Engineering, Faculty of Engineering & Information Technology, Southern University College, Johor, Malaysia; Faculty of Electrical Engineering, Universiti Teknologi Malaysia, Johor, Malaysia; Faculty of Electrical Engineering, Universiti Teknologi Malaysia, Johor, Malaysia; Department of Biomedical Engineering, Sir Syed University of Engineering and Technology, Karachi, Pakistan; Faculty of Electrical Engineering, Universiti Teknologi Malaysia, Johor, Malaysia",2025 IEEE International Conference on Artificial Intelligence in Engineering and Technology (IICAIET),5 Dec 2025,,,256,261,"In Malaysia, blindness and visual impairment are still severe problems, with 180,000 blind persons and more than half a million are suffering from moderate to severe visual impairments. In response to these challenges, an innovative smart cane has been proposed, developed, and tested. The cane has built-in obstacle detection, and a fall detection system with auto-emergency notification alert and GPS for navigational assistance. A user-friendly mobile application is designed and it is connected to the cane via Bluetooth. The mobile application is created with Kodular and it allows simple interaction using swipe and tap gestures and includes text-to-speech option. It also supports customizable fonts and high contrast visual themes. Users can locate facilities such as toilets or bus stops through the app, improving independence, equality, and sense of security. The cane consists of a fall detector that employs Inertial Measurement Unit (IMU) sensors, which trigger GPS navigation and WhatsApp based emergency notifications through Bluetooth to emergency contacts. The emergency button on the cane can be manually pressed and it produces an alarming sound and grabs attention of the surrounding people to the users. Therefore, the proposed cane and app can gain independency, support security, and achieve SDG Goal 3 to enhance good health, well-being and SDG Goal 10 to reduce inequalities.",,979-8-3315-5451-4,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11265607,"['Freeware', 'Visualization', 'Bluetooth', 'Visual impairment', 'Blindness', 'Mobile applications', 'Text to speech', 'Security', 'Internet telephony', 'Global Positioning System']",,,,11.0,IEEE,5 Dec 2025,26-28 Aug. 2025,26-28 Aug. 2025,IEEE,IEEE Conferences,
,,2022,,,,,,,10.1109/jsyst.2022.3140546,,,,,,"['Machine learning', 'millimeter-wave (mmWave) radar', 'noninvasive human activity recognition (HAR)', 'smart home', 'Point cloud compression', 'Radar', 'Doppler radar', 'Radar imaging', 'Noise measurement', 'Cameras', 'Activity recognition']",C. Yu; Z. Xu; K. Yan; Y. -R. Chien; S. -H. Fang; H. -C. Wu,,,,,,,IEEE,Noninvasive Human Activity Recognition Using Millimeter-Wave Radar,"School of Electrical Engineering and Automation, Fuzhou University, Fuzhou, China; School of Electrical Engineering and Automation, Fuzhou University, Fuzhou, China; Department of Information and Telecommunication, Guilin University of Electronic Technology, Guilin, China; Department of Electronic Engineering, National Ilan University, Yilan, Taiwan; Department of Electrical Engineering, Yuan Ze University, Taoyuan, Taiwan; Department of Electrical and Computer Engineering, Louisiana State University, Baton Rouge, LA, USA",IEEE Systems Journal,13 Jun 2022,16,2.0,3036,3047,"The millimeter-wave (mmWave) radar technology has attracted significant attention because it is susceptible to environmental lighting, wall shielding, and privacy concern. This article proposes a novel noninvasive human activity recognition system using a mmWave radar. The proposed framework first transforms mmWave signals into point clouds. Generally speaking, it consists of four major components: denosing, enhanced voxelization, data augmentation, and dual-view machine learning to lead to accurate and efficient human activity recognition. The proposed new methodology considers the spatial–temporal point clouds in physical environments through a modified voxelization approach, enriches the sparse data based on the symmetry property of radar rotations, and learns the activity using a dual-view convolutional neural network. To evaluate the performance of the proposed learning models, a dataset involving seven different activities has been established using a mmWave radar platform. The experimental results have demonstrated that the proposed system can achieve 97.61% and 98% accuracies during the tests of fall detection and activity classification, respectively. In comparison, the proposed scheme greatly outperforms four other conventional machine learning schemes in terms of the overall accuracy.",1937-9234,,"Ministry of Science and Technology, Taiwan(grant numbers:MOST-110-2221-E-155-028); ",https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9691471,"['Point cloud compression', 'Radar', 'Doppler radar', 'Radar imaging', 'Noise measurement', 'Cameras', 'Activity recognition']",,138.0,,52.0,IEEE,25 Jan 2022,June 2022,,IEEE,IEEE Journals,
,,2022,,,,,,,10.1109/jsen.2022.3156762,,,,,,"['Fall detection', 'activity classification', 'FMCW radar', 'micro-Doppler signature', 'CNN', 'sensor fusion', 'canonical correlation analysis', 'Feature extraction', 'Radar', 'Older adults', 'Sensors', 'Radar detection', 'Signal processing algorithms', 'Classification algorithms']",F. J. Abdu; Y. Zhang; Z. Deng,,,,,,,IEEE,Activity Classification Based on Feature Fusion of FMCW Radar Human Motion Micro-Doppler Signatures,"Department of Information and Communication Engineering, Xiamen University (XMU), Xiamen, China; School of Informatics, Xiamen University, Xiamen, China; School of Informatics, Xiamen University, Xiamen, China",IEEE Sensors Journal,2 May 2022,22,9.0,8648,8662,"Fall is a challenging task that poses a great danger to the elderly person’s health as they carry out their daily routines and activities and could lead to serious injuries, long hospitalization, or even death. One of the key solutions to this important problem is the prompt and automatic detection of their fall motion, among other activities, so that immediate help can be rendered to avoid further complications. Cameras and other wearable sensors are the conventional means employed to monitor the daily activities performed by elderly people. However, recently radar sensing technology has been favored largely due to its short-range and velocity estimation. And most importantly, their ability to remotely capture the human activity motion electromagnetic wave signal without infringing on the user’s privacy. To this end, we present an elderly people fall detection system that integrates the radar signal micro-Doppler features extracted with the convolutional neural networks (CNNs). The features were extracted using Alex-Net, VGG-16-Net, and VGG-19-Net pre-trained models. We adapted the canonical correlation analysis (CCA) algorithm by proposing a channel attention network to fuse the extracted features effectively. The channel attention module employed a series of convolutional filters to determine the most discriminative features to focus on and discard the redundant ones. The fused features are classified using an SVM classifier. Our proposed method achieved the best performance against the state-of-the-art approaches. Specifically, our approach attained 99.77% test accuracy, which is about a 2% to 4 % increase compared to the recent state-of-the-art approaches.",1558-1748,,"Science and Technology Key Project of Fujian Province(grant numbers:2019H6001,2019HZ020009,2020HZ020005,2021HZ021004,2021H61010115); National Natural Science Foundation of China(grant numbers:U1705263); President’s Fund of Xiamen University for Undergraduate(grant numbers:20720212006); Open Project of Key Laboratory ofWireless Sensor Network and Communication, Shanghai Institute of Microsystem and Information Technology, CAS; ",https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9727166,"['Feature extraction', 'Radar', 'Older adults', 'Sensors', 'Radar detection', 'Signal processing algorithms', 'Classification algorithms']",,77.0,,46.0,IEEE,3 Mar 2022,"1 May1, 2022",,IEEE,IEEE Journals,
,,2024,,,,,,,10.1109/comst.2023.3334269,,,,,,"['Healthcare radars', 'deep-learning', 'vital sign measurement', 'activity recognition', 'Radar', 'Medical services', 'Sensors', 'Activity recognition', 'Radar cross-sections', 'Monitoring', 'Radar detection']",S. Ahmed; S. H. Cho,,,,,,,IEEE,Machine Learning for Healthcare Radars: Recent Progresses in Human Vital Sign Measurement and Activity Recognition,"Department of Electronic Engineering, Hanyang University, Seoul, South Korea; Department of Electronic Engineering, Hanyang University, Seoul, South Korea",IEEE Communications Surveys & Tutorials,26 Feb 2024,26,1.0,461,495,"The unprecedented non-contact, non-invasive, and privacy-preserving nature of radar sensors has enabled various healthcare applications, including vital sign monitoring, fall detection, gait analysis, activity recognition, fitness evaluation, and sleep monitoring. Machine learning (ML) is revolutionizing every domain, with radar-based healthcare being no exception. Progress in the field of healthcare radars and ML is complementing the existing radar-based healthcare industry. This article provides an overview of ML usage for two major healthcare applications: vital sign monitoring and activity recognition. Vital sign monitoring is the most promising healthcare application of radar, as it can predict several chronic cardiac and respiratory diseases. Activity recognition is also a prominent application since the inability to perform activities may result in critical suffering. The article presents an overview of commercial radars, radar hardware, and historical progress of healthcare radars, followed by the usage of ML for healthcare radars. Subsequently, the paper discusses how ML can overcome the limitations of conventional radar data processing chains for healthcare radars. The article also touches upon recent generative ML concepts used in healthcare radars. Among several interesting findings, it was discovered that ML does not completely replace existing vital sign monitoring algorithms; rather, ML is deployed to overcome the limitations of traditional algorithms. On the other hand, activity recognition always relies on ML approaches. The most widely used algorithms for both applications are Convolutional Neural Network (CNN) followed by Support Vector Machine (SVM). Generative AI has the capability to augment data and is expected to have a significant impact soon. Recent trends, lessons learned from these trends, and future directions for both healthcare applications are presented in detail. Finally, the future work section discusses a wide range of healthcare topics for humans, ranging from neonates to elderly individuals.",1553-877X,,National Research Foundation (NRF) of South Korea(grant numbers:NRF-2022R1A2C2008783); ,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10322785,"['Radar', 'Medical services', 'Sensors', 'Activity recognition', 'Radar cross-sections', 'Monitoring', 'Radar detection']",,59.0,,202.0,CCBYNCND,20 Nov 2023,Firstquarter 2024,,IEEE,IEEE Journals,
